f,s11,idk
3.044000000000000E9,-1.393224651552087,1.711322741217601E2  
3.044666666666667E9,-1.536807927873704,1.667039100423263E2  
3.045333333333334E9,-1.425786640546024,1.706222629974519E2  
3.046000000000000E9,-1.663685673502036,1.659344439714278E2  
3.046666666666667E9,-1.683548297137536,1.683239545927217E2  
3.047333333333334E9,-1.378285900245798,1.715692040960684E2  
3.048000000000000E9,-1.535359619256225,1.691007421774691E2  
3.048666666666667E9,-1.424696094859041,1.706514779412177E2  
3.049333333333334E9,-1.441121113177436,1.692525749305813E2  
3.050000000000000E9,-1.584991896523352,1.678296097965396E2  
3.050666666666667E9,-1.642216268532357,1.680048038906989E2  
3.051333333333334E9,-1.578475486976954,1.697868947685980E2  
3.052000000000000E9,-1.703851487814836,1.674293228602666E2  
3.052666666666667E9,-1.594638518061282,1.703010687668295E2  
3.053333333333334E9,-1.521911005313804,1.692458885205579E2  
3.054000000000000E9,-1.510795118483721,1.706295257467335E2  
3.054666666666667E9,-1.589981140317856,1.686107993327917E2  
3.055333333333334E9,-1.539023843699562,1.702267857660204E2  
3.056000000000000E9,-1.586115138473829,1.684972023571334E2  
3.056666666666667E9,-1.632048799814186,1.681086916108939E2  
3.057333333333334E9,-1.658572997342285,1.687203553400668E2  
3.058000000000000E9,-1.500658720454531,1.709462646657542E2  
3.058666666666667E9,-1.603100950632620,1.697085603298955E2  
3.059333333333334E9,-1.515870290061315,1.704218610754495E2  
3.060000000000000E9,-1.606440489721992,1.689164319064966E2  
3.060666666666667E9,-1.540254014018949,1.702945267815960E2  
3.061333333333334E9,-1.605913140718444,1.680809560998232E2  
3.062000000000000E9,-1.629404874735120,1.694186106861349E2  
3.062666666666667E9,-1.650563181793319,1.682489539646244E2  
3.063333333333334E9,-1.638283840312971,1.690039545097222E2  
3.064000000000000E9,-1.737887426025263,1.654579788196003E2  
3.064666666666667E9,-1.615052235243352,1.696598038490813E2  
3.065333333333334E9,-1.674505917581191,1.692771117979976E2  
3.066000000000000E9,-1.638764134519631,1.681199919998979E2  
3.066666666666667E9,-1.700319920861319,1.678608535309350E2  
3.067333333333334E9,-1.653341092092097,1.683451741293622E2  
3.068000000000000E9,-1.648792799403095,1.692438951096949E2  
3.068666666666667E9,-1.648645390023822,1.696305314648319E2  
3.069333333333334E9,-1.698459040965805,1.681248120920475E2  
3.070000000000000E9,-1.617268073931255,1.706050083889556E2  
3.070666666666667E9,-1.639294112346264,1.700322497691908E2  
3.071333333333334E9,-1.619167151551313,1.681569192090685E2  
3.072000000000000E9,-1.661534610863971,1.677642510434553E2  
3.072666666666667E9,-1.659457453363560,1.674950215280580E2  
3.073333333333334E9,-1.661598167602276,1.701426315711685E2  
3.074000000000000E9,-1.640741591394235,1.695749491980182E2  
3.074666666666667E9,-1.622792276561438,1.681706745375383E2  
3.075333333333334E9,-1.640843999727612,1.687527601923296E2  
3.076000000000000E9,-1.655679002089296,1.683492784033691E2  
3.076666666666667E9,-1.669046669273663,1.675081908569776E2  
3.077333333333334E9,-1.669775294793664,1.688193066993389E2  
3.078000000000000E9,-1.642591015502213,1.692696967880083E2  
3.078666666666667E9,-1.623661172231141,1.695081001496673E2  
3.079333333333334E9,-1.661375024569528,1.696915937840408E2  
3.080000000000000E9,-1.725704828918745,1.679844091196345E2  
3.080666666666667E9,-1.690005285615302,1.684320925268538E2  
3.081333333333334E9,-1.667543445437298,1.680138721384180E2  
3.082000000000000E9,-1.690195367735641,1.687497929267933E2  
3.082666666666667E9,-1.699121746556981,1.701057096047353E2  
3.083333333333334E9,-1.690614875217221,1.686192258130783E2  
3.084000000000000E9,-1.679828490057536,1.680942022332743E2  
3.084666666666667E9,-1.706425007772342,1.686134169286195E2  
3.085333333333334E9,-1.689600707932209,1.669967444020784E2  
3.086000000000000E9,-1.687590694436864,1.678263022762998E2  
3.086666666666667E9,-1.733055831643424,1.695085864343524E2  
3.087333333333334E9,-1.686321483210580,1.686302518111063E2  
3.088000000000000E9,-1.724966894517217,1.694565359317957E2  
3.088666666666667E9,-1.807260124535947,1.706230586647509E2  
3.089333333333334E9,-1.717017972828422,1.688358425972699E2  
3.090000000000000E9,-1.747570932955083,1.687477391232441E2  
3.090666666666667E9,-1.698869533963220,1.689572034659648E2  
3.091333333333334E9,-1.683903609734033,1.672200105554853E2  
3.092000000000000E9,-1.799807403580396,1.701402450233483E2  
3.092666666666667E9,-1.795023486543310,1.692947802185680E2  
3.093333333333334E9,-1.751933289807438,1.681870576313826E2  
3.094000000000000E9,-1.738751877472331,1.685210685599339E2  
3.094666666666667E9,-1.761445478498594,1.675569466562934E2  
3.095333333333334E9,-1.749401544857365,1.676390009016892E2  
3.096000000000000E9,-1.775154358382280,1.678237977917395E2  
3.096666666666667E9,-1.776323870359140,1.693295177582644E2  
3.097333333333334E9,-1.765790475574176,1.677242621236979E2  
3.098000000000000E9,-1.777552092499441,1.684640591251147E2  
3.098666666666667E9,-1.838217296642472,1.696232120443337E2  
3.099333333333334E9,-1.821803106346353,1.691611376117347E2  
3.100000000000000E9,-1.781734699688838,1.693619783835478E2  
3.100666666666667E9,-1.806822333876829,1.684665852824581E2  
3.101333333333334E9,-1.785481859366114,1.678302146629350E2  
3.102000000000000E9,-1.799885542144209,1.673038186654312E2  
3.102666666666667E9,-1.799074886639072,1.676777739736798E2  
3.103333333333334E9,-1.834251396724990,1.686574033119738E2  
3.104000000000000E9,-1.831372796834146,1.678856732545819E2  
3.104666666666667E9,-1.814928371533129,1.678417526810788E2  
3.105333333333334E9,-1.846750202526170,1.690764462864650E2  
3.106000000000000E9,-1.859457971727837,1.695235631093181E2  
3.106666666666667E9,-1.816471760876312,1.677507193600066E2  
3.107333333333334E9,-1.859210556871287,1.699717382135548E2  
3.108000000000000E9,-1.836142497213319,1.684147779231463E2  
3.108666666666667E9,-1.843752179720159,1.687981140945565E2  
3.109333333333334E9,-1.929705293863017,1.670862534173264E2  
3.110000000000000E9,-1.936246409999585,1.684081899742365E2  
3.110666666666667E9,-1.803560241877429,1.679531103985635E2  
3.111333333333334E9,-1.848484869692821,1.685904941564919E2  
3.112000000000000E9,-1.854160843173395,1.678797353816263E2  
3.112666666666667E9,-1.835920955182087,1.679717077789821E2  
3.113333333333334E9,-1.843597473295601,1.675944457733066E2  
3.114000000000000E9,-1.882921605342939,1.673955782826722E2  
3.114666666666667E9,-1.898576887454720,1.675579726883381E2  
3.115333333333334E9,-1.891043107691376,1.694707154132646E2  
3.116000000000000E9,-1.866869048563352,1.700808325965601E2  
3.116666666666667E9,-1.869660656561712,1.690168493345722E2  
3.117333333333334E9,-1.842601091705671,1.673580645165485E2  
3.118000000000000E9,-1.852684034607734,1.696821884162939E2  
3.118666666666667E9,-1.903323098443574,1.672649515426170E2  
3.119333333333334E9,-1.880423098516653,1.676234053565310E2  
3.120000000000000E9,-1.804977988334932,1.686444233267092E2  
3.120666666666667E9,-1.890563559040813,1.683465948067838E2  
3.121333333333334E9,-1.822593401266933,1.701502056168101E2  
3.122000000000000E9,-1.964636190054559,1.680138588405868E2  
3.122666666666667E9,-1.836582527742283,1.702652365045701E2  
3.123333333333334E9,-1.884717981126486,1.704260418280655E2  
3.124000000000000E9,-1.933310507299215,1.677401156208146E2  
3.124666666666667E9,-1.831072142416831,1.668565743763560E2  
3.125333333333334E9,-1.918844811704915,1.671178945525292E2  
3.126000000000000E9,-2.021686058246626,1.676499587441336E2  
3.126666666666667E9,-1.831847688507096,1.699207504190325E2  
3.127333333333334E9,-1.899635818606502,1.688149423297418E2  
3.128000000000000E9,-1.936617097307707,1.675815499711747E2  
3.128666666666667E9,-1.908545025836088,1.689779174379805E2  
3.129333333333334E9,-1.938870292748496,1.672356307103815E2  
3.130000000000000E9,-1.854663706036807,1.690601985457937E2  
3.130666666666667E9,-1.910114198360640,1.676130398342051E2  
3.131333333333334E9,-1.893079790634749,1.689157435359411E2  
3.132000000000000E9,-1.970146633202275,1.653466271058938E2  
3.132666666666667E9,-2.021624707441919,1.674353725060605E2  
3.133333333333334E9,-1.875446527331976,1.707200147173077E2  
3.134000000000000E9,-1.945948365407840,1.677443823002773E2  
3.134666666666667E9,-1.854305307346824,1.678846772500194E2  
3.135333333333334E9,-1.915198918750710,1.674012569572265E2  
3.136000000000000E9,-1.871163574586555,1.687747030286611E2  
3.136666666666667E9,-2.065294241669446,1.664315094772109E2  
3.137333333333334E9,-1.889067555085549,1.673188743017263E2  
3.138000000000000E9,-1.866528233064439,1.681986720279093E2  
3.138666666666667E9,-1.904939965778365,1.678907312481645E2  
3.139333333333334E9,-1.950280217294177,1.680173441678647E2  
3.140000000000000E9,-1.932960522816103,1.680570767559357E2  
3.140666666666667E9,-1.889656811957174,1.680046292874303E2  
3.141333333333334E9,-1.898815262099702,1.696376590178741E2  
3.142000000000000E9,-2.018615841407592,1.664349869952853E2  
3.142666666666667E9,-2.142535251979261,1.656762267480764E2  
3.143333333333334E9,-1.964374635469908,1.667520635131156E2  
3.144000000000000E9,-1.984645557102612,1.681127855146424E2  
3.144666666666667E9,-2.012925880632249,1.676535942711556E2  
3.145333333333334E9,-2.047267749628232,1.676057829128739E2  
3.146000000000000E9,-2.044999444837479,1.675032286887919E2  
3.146666666666667E9,-1.919413649602435,1.697152977784423E2  
3.147333333333334E9,-1.922502595357754,1.689094644427630E2  
3.148000000000000E9,-2.057631760288061,1.672310058902700E2  
3.148666666666667E9,-2.051233768233527,1.669612008060757E2  
3.149333333333334E9,-2.068885012862676,1.665884913232249E2  
3.150000000000000E9,-2.026500903277344,1.679151694025152E2  
3.150666666666667E9,-2.015736539507262,1.679878765291281E2  
3.151333333333334E9,-2.087827736857962,1.668417307508452E2  
3.152000000000000E9,-2.085761406198744,1.666982357737270E2  
3.152666666666667E9,-2.112878474461341,1.670452297542528E2  
3.153333333333334E9,-2.025760263054533,1.685250540686008E2  
3.154000000000000E9,-2.112571191009948,1.670290844622272E2  
3.154666666666667E9,-1.939886722763469,1.690565741981905E2  
3.155333333333334E9,-2.078333625808165,1.684946075101118E2  
3.156000000000000E9,-2.029593128177892,1.673447672047510E2  
3.156666666666667E9,-2.085949263575077,1.671306668621089E2  
3.157333333333334E9,-2.121066579965266,1.654683464737508E2  
3.158000000000000E9,-2.020054049682242,1.677637428145674E2  
3.158666666666667E9,-2.036503612039536,1.684147877545467E2  
3.159333333333334E9,-2.107009622837743,1.666127137926360E2  
3.160000000000000E9,-2.173721746434141,1.666000283507198E2  
3.160666666666667E9,-2.196858651999236,1.651469060058596E2  
3.161333333333334E9,-2.114741801802195,1.672906381017029E2  
3.162000000000000E9,-2.020259422717714,1.686149674382217E2  
3.162666666666667E9,-2.070472655678897,1.678866706695542E2  
3.163333333333334E9,-2.145039918707893,1.660171684997975E2  
3.164000000000000E9,-2.030075284725542,1.698672876380666E2  
3.164666666666667E9,-2.021333914621678,1.696958024043113E2  
3.165333333333334E9,-2.176916935187879,1.668816290579166E2  
3.166000000000000E9,-2.033749457304840,1.683178971273387E2  
3.166666666666667E9,-2.054974280704941,1.690288143857187E2  
3.167333333333334E9,-2.112384014713407,1.682285019014142E2  
3.168000000000000E9,-2.169707639267120,1.671599155121036E2  
3.168666666666667E9,-2.089041290948062,1.691651894874629E2  
3.169333333333334E9,-2.180179603822055,1.662609572915362E2  
3.170000000000000E9,-2.122801133521690,1.684795609903367E2  
3.170666666666667E9,-2.242399656661401,1.658462194606989E2  
3.171333333333334E9,-2.147654992908757,1.667740643819021E2  
3.172000000000000E9,-2.112891877255242,1.683352592882169E2  
3.172666666666667E9,-2.115693380420241,1.687212533065781E2  
3.173333333333334E9,-2.151919783792761,1.673024239694082E2  
3.174000000000000E9,-2.195225307470975,1.681342649266818E2  
3.174666666666667E9,-2.153438197269602,1.687458417079802E2  
3.175333333333334E9,-2.114164084348801,1.669914616532845E2  
3.176000000000000E9,-2.133793460636172,1.689720884336270E2  
3.176666666666667E9,-2.144020412256372,1.683282133607097E2  
3.177333333333334E9,-2.164858980586881,1.679690809861644E2  
3.178000000000000E9,-2.154263412023444,1.685599769409329E2  
3.178666666666667E9,-2.236197411920100,1.677636167868929E2  
3.179333333333334E9,-2.191190289640345,1.662041325210426E2  
3.180000000000000E9,-2.215570159173206,1.677745369323225E2  
3.180666666666667E9,-2.192105045711100,1.666252506032986E2  
3.181333333333334E9,-2.221625318191344,1.661741082569771E2  
3.182000000000000E9,-2.219359928546162,1.668862710201130E2  
3.182666666666667E9,-2.143371723816532,1.666974038954004E2  
3.183333333333334E9,-2.200612833667828,1.670122727268025E2  
3.184000000000000E9,-2.239134770982588,1.674744653188664E2  
3.184666666666667E9,-2.233634836304749,1.671484182552340E2  
3.185333333333334E9,-2.190538892606928,1.649688527032226E2  
3.186000000000000E9,-2.201417850367417,1.683904776809315E2  
3.186666666666667E9,-2.195122766094944,1.705036837748957E2  
3.187333333333334E9,-2.255577378970322,1.662184832014916E2  
3.188000000000000E9,-2.341337290264270,1.659178666675799E2  
3.188666666666667E9,-2.214813593098275,1.669790169367317E2  
3.189333333333334E9,-2.260175925445803,1.688420816004616E2  
3.190000000000000E9,-2.225094556622691,1.659243205796349E2  
3.190666666666667E9,-2.194184735814787,1.659411320776432E2  
3.191333333333334E9,-2.313774784088263,1.687519476608713E2  
3.192000000000000E9,-2.270773603469189,1.680771837144183E2  
3.192666666666667E9,-2.267596089584472,1.671418438542734E2  
3.193333333333334E9,-2.269790711520933,1.659733021303099E2  
3.194000000000000E9,-2.325141261604494,1.682484169645694E2  
3.194666666666667E9,-2.345747105202365,1.666010010892847E2  
3.195333333333334E9,-2.295969511557195,1.679765877550672E2  
3.196000000000000E9,-2.315090717047436,1.658433374347995E2  
3.196666666666667E9,-2.330341161861037,1.657053167408901E2  
3.197333333333334E9,-2.299907600358982,1.665139666938808E2  
3.198000000000000E9,-2.377011649061764,1.663027523304070E2  
3.198666666666667E9,-2.298345197062335,1.673999553773704E2  
3.199333333333334E9,-2.318138551326209,1.652666176248507E2  
3.200000000000000E9,-2.349170956170011,1.684202139735438E2  
3.200666666666667E9,-2.344265825979705,1.663329467679669E2  
3.201333333333334E9,-2.333195557064873,1.649201510126264E2  
3.202000000000000E9,-2.293557255038399,1.648964550567754E2  
3.202666666666667E9,-2.405720909822278,1.701009695230451E2  
3.203333333333334E9,-2.314248071455788,1.670406960540198E2  
3.204000000000000E9,-2.394796075751646,1.660159184813784E2  
3.204666666666667E9,-2.327748208276279,1.655852228251688E2  
3.205333333333334E9,-2.339214994687269,1.667803152977290E2  
3.206000000000000E9,-2.330665517588960,1.660434204678602E2  
3.206666666666667E9,-2.378942190464848,1.655317726077542E2  
3.207333333333334E9,-2.411735768279310,1.647943058456039E2  
3.208000000000000E9,-2.384697235812746,1.654915559503945E2  
3.208666666666667E9,-2.399185607374629,1.669017692266656E2  
3.209333333333334E9,-2.378679147604840,1.633146594411620E2  
3.210000000000000E9,-2.469372403701317,1.661254149426962E2  
3.210666666666667E9,-2.459484065360624,1.673847436842396E2  
3.211333333333334E9,-2.457602035515980,1.656158764903431E2  
3.212000000000000E9,-2.385123669243547,1.654061753106380E2  
3.212666666666667E9,-2.457994300535948,1.658584047175515E2  
3.213333333333334E9,-2.519356374113726,1.663837972388080E2  
3.214000000000000E9,-2.489902915909070,1.664564666148153E2  
3.214666666666667E9,-2.539348116819554,1.666231420770406E2  
3.215333333333334E9,-2.495309867221991,1.654442579175480E2  
3.216000000000000E9,-2.492111574824254,1.687494241546386E2  
3.216666666666667E9,-2.460103015727059,1.669772306268614E2  
3.217333333333334E9,-2.546425055469647,1.683792970556673E2  
3.218000000000000E9,-2.487821022849400,1.655999805803770E2  
3.218666666666667E9,-2.587872639489786,1.656578280502322E2  
3.219333333333334E9,-2.527453549456999,1.689452778604112E2  
3.220000000000000E9,-2.477997851238224,1.660023980560910E2  
3.220666666666667E9,-2.498102187733584,1.657910919988945E2  
3.221333333333334E9,-2.547626156581914,1.659488821036078E2  
3.222000000000000E9,-2.590610069580575,1.674937675578319E2  
3.222666666666667E9,-2.537238272210225,1.639184544590948E2  
3.223333333333334E9,-2.548816817706753,1.671482943210719E2  
3.224000000000000E9,-2.467278053656942,1.681670308873228E2  
3.224666666666667E9,-2.521154214610465,1.656975726601467E2  
3.225333333333334E9,-2.543943914946425,1.672216824010297E2  
3.226000000000000E9,-2.593612480983807,1.643123573217875E2  
3.226666666666667E9,-2.570790960265999,1.649361453954236E2  
3.227333333333334E9,-2.559100600959766,1.666120105875799E2  
3.228000000000000E9,-2.511367289229699,1.656305388024119E2  
3.228666666666667E9,-2.528084338438507,1.654316269873703E2  
3.229333333333334E9,-2.570349774007772,1.656616070220408E2  
3.230000000000000E9,-2.582705348424685,1.669604378330642E2  
3.230666666666667E9,-2.600381060478221,1.656833122656446E2  
3.231333333333334E9,-2.611460161408671,1.649456215131461E2  
3.232000000000000E9,-2.642836419725877,1.666327901829409E2  
3.232666666666667E9,-2.555541323819953,1.678419314194744E2  
3.233333333333334E9,-2.668384658129352,1.665238829023555E2  
3.234000000000000E9,-2.619858140953665,1.676858961535317E2  
3.234666666666667E9,-2.669279873928117,1.664138638634055E2  
3.235333333333334E9,-2.633655390612857,1.653250566435246E2  
3.236000000000000E9,-2.635776694733433,1.681063079865995E2  
3.236666666666667E9,-2.598323861735487,1.647007940079379E2  
3.237333333333334E9,-2.606262782023990,1.680412757240611E2  
3.238000000000000E9,-2.638166878673162,1.670763344415018E2  
3.238666666666667E9,-2.602057277202920,1.690274003884190E2  
3.239333333333334E9,-2.662514561772377,1.677774420159385E2  
3.240000000000000E9,-2.651130077540004,1.664666441668115E2  
3.240666666666667E9,-2.617516902239846,1.667305808816890E2  
3.241333333333334E9,-2.696272947555277,1.655121321611194E2  
3.242000000000000E9,-2.710643917526503,1.651315376616429E2  
3.242666666666667E9,-2.663125852796538,1.662758914235147E2  
3.243333333333334E9,-2.623590402184603,1.677874839189620E2  
3.244000000000000E9,-2.739242777861931,1.649523600464922E2  
3.244666666666667E9,-2.661604688636235,1.663159842305110E2  
3.245333333333334E9,-2.705452093463025,1.661382573728883E2  
3.246000000000000E9,-2.616462905883598,1.662843891617266E2  
3.246666666666667E9,-2.723662796366074,1.660196673380431E2  
3.247333333333334E9,-2.690115782508123,1.644581359154111E2  
3.248000000000000E9,-2.665296553671217,1.667989511965612E2  
3.248666666666667E9,-2.623997677146502,1.683737813137214E2  
3.249333333333334E9,-2.628768621373785,1.661603772575035E2  
3.250000000000000E9,-2.698554099133271,1.658652242223853E2  
3.250666666666667E9,-2.759776438151138,1.660334742971205E2  
3.251333333333334E9,-2.746940078891420,1.640524282915942E2  
3.252000000000000E9,-2.582364381264809,1.692043102080318E2  
3.252666666666667E9,-2.741472270815286,1.655480585961383E2  
3.253333333333334E9,-2.754173742347976,1.646693848077991E2  
3.254000000000000E9,-2.706400437232097,1.662657176449278E2  
3.254666666666667E9,-2.770708845230261,1.647774391117359E2  
3.255333333333334E9,-2.795025680672598,1.648408571479977E2  
3.256000000000000E9,-2.692934898797559,1.677866962294830E2  
3.256666666666667E9,-2.813528657528170,1.657014412617392E2  
3.257333333333334E9,-2.728552552506981,1.650736039605938E2  
3.258000000000000E9,-2.824777973643281,1.654888977667198E2  
3.258666666666667E9,-2.779917455420199,1.654551174413714E2  
3.259333333333334E9,-2.801661355734171,1.663615586403347E2  
3.260000000000000E9,-2.791783187270813,1.661098963683074E2  
3.260666666666667E9,-2.851537468302527,1.664760959413018E2  
3.261333333333334E9,-2.769515249941335,1.667450863970443E2  
3.262000000000000E9,-2.884830297047895,1.642806334981803E2  
3.262666666666667E9,-2.908577075175028,1.647708438284655E2  
3.263333333333334E9,-2.852698755198021,1.645768020641192E2  
3.264000000000000E9,-2.832337388982289,1.662830482284682E2  
3.264666666666667E9,-2.792553063592200,1.657425859361652E2  
3.265333333333334E9,-2.847203599380486,1.650881767075353E2  
3.266000000000000E9,-3.045662011882889,1.632795630385446E2  
3.266666666666667E9,-2.843974156775168,1.654628692181611E2  
3.267333333333334E9,-2.935310750624809,1.638002049252382E2  
3.268000000000000E9,-2.882761613583248,1.664804894416637E2  
3.268666666666667E9,-2.906246935011427,1.642107960400127E2  
3.269333333333334E9,-2.860910044148611,1.646372697334326E2  
3.270000000000000E9,-2.884106187382993,1.666428679606784E2  
3.270666666666667E9,-2.923553588110550,1.645032373273746E2  
3.271333333333334E9,-2.946428289872423,1.655945124777309E2  
3.272000000000000E9,-2.957109669375523,1.643887103791295E2  
3.272666666666667E9,-2.930168414361626,1.653257199954235E2  
3.273333333333334E9,-2.957851356730424,1.656334218448149E2  
3.274000000000000E9,-2.890821809201966,1.662024153137227E2  
3.274666666666667E9,-2.956298544178513,1.638167180032357E2  
3.275333333333334E9,-2.917714766410363,1.668181646048098E2  
3.276000000000000E9,-3.025383132788931,1.629837803443429E2  
3.276666666666667E9,-3.006695835349778,1.646988495073285E2  
3.277333333333334E9,-2.958784269517781,1.648840217844760E2  
3.278000000000000E9,-2.955320561778812,1.663059835329345E2  
3.278666666666667E9,-2.996697191084799,1.644626184131111E2  
3.279333333333334E9,-3.000518301968649,1.635249195569469E2  
3.280000000000000E9,-2.951803505018818,1.658212522815667E2  
3.280666666666667E9,-2.919611633305244,1.651927839294274E2  
3.281333333333334E9,-3.042708758909670,1.632119930446285E2  
3.282000000000000E9,-3.002139116269667,1.652565063311774E2  
3.282666666666667E9,-3.124435720137520,1.641504419272662E2  
3.283333333333334E9,-3.044870047519337,1.654357612728600E2  
3.284000000000000E9,-3.030877258101253,1.652481657385850E2  
3.284666666666667E9,-3.042037228243708,1.645555909090277E2  
3.285333333333334E9,-3.025115850551236,1.653364849441597E2  
3.286000000000000E9,-2.995275956030481,1.660576994554249E2  
3.286666666666667E9,-2.995021044681411,1.644096057000516E2  
3.287333333333334E9,-3.025975802702789,1.663818128826022E2  
3.288000000000000E9,-3.053678396499195,1.644699445965805E2  
3.288666666666667E9,-2.966085802043712,1.652289169521969E2  
3.289333333333334E9,-3.047430986843540,1.650391563134560E2  
3.290000000000000E9,-3.069479438974810,1.648578474242870E2  
3.290666666666667E9,-3.074463211201829,1.650674907593862E2  
3.291333333333334E9,-3.027252350128783,1.649589661649851E2  
3.292000000000000E9,-3.015093755168968,1.639096685652268E2  
3.292666666666667E9,-3.080239848491224,1.644712388223732E2  
3.293333333333334E9,-3.083172174832563,1.639396303285679E2  
3.294000000000000E9,-3.017343622407628,1.648745108862017E2  
3.294666666666667E9,-3.013606074646235,1.647014070116981E2  
3.295333333333334E9,-3.077666307615615,1.654336222907944E2  
3.296000000000000E9,-3.068072616539354,1.638627509100767E2  
3.296666666666667E9,-3.059059192635230,1.639666080699178E2  
3.297333333333334E9,-3.109066877312527,1.635715664798730E2  
3.298000000000000E9,-3.082791604267382,1.638220612213549E2  
3.298666666666667E9,-3.075503239296654,1.647070566609310E2  
3.299333333333334E9,-3.087198056416907,1.629148874147138E2  
3.300000000000000E9,-3.099747027544769,1.670511141659109E2  
3.300666666666667E9,-3.132466230420693,1.635941297006648E2  
3.301333333333334E9,-3.107839185022070,1.640330689797249E2  
3.302000000000000E9,-3.069508662986963,1.635127431605124E2  
3.302666666666667E9,-3.136849052864263,1.625492865009006E2  
3.303333333333334E9,-3.122594072297615,1.628323701599952E2  
3.304000000000000E9,-3.140961591121029,1.636134755672589E2  
3.304666666666667E9,-3.152085045802777,1.635680259791059E2  
3.305333333333334E9,-3.180729564463952,1.646887348412570E2  
3.306000000000000E9,-3.187756105235035,1.640591384567783E2  
3.306666666666667E9,-3.186391813971625,1.633021648709932E2  
3.307333333333334E9,-3.152862934325293,1.631552794705332E2  
3.308000000000000E9,-3.154164455914200,1.637917607307440E2  
3.308666666666667E9,-3.197997206309967,1.641859861440416E2  
3.309333333333334E9,-3.183275344397002,1.647092156645681E2  
3.310000000000000E9,-3.235775449893793,1.641846808474988E2  
