f,s11,idk
3.502666666666667E9,-5.496503548009945,1.534714575392616E2  
3.503333333333334E9,-5.446257736649399,1.522583561992555E2  
3.504000000000000E9,-5.491177539212412,1.532531552556441E2  
3.504666666666667E9,-5.493179757987609,1.538852068917069E2  
3.505333333333334E9,-5.443804877503204,1.522348826778227E2  
3.506000000000000E9,-5.513279079288211,1.537319972448706E2  
3.506666666666667E9,-5.570328765284415,1.532300770773837E2  
3.507333333333334E9,-5.517196308680861,1.519271451539844E2  
3.508000000000000E9,-5.391767764039277,1.524689403298937E2  
3.508666666666667E9,-5.522355075444771,1.524745765757673E2  
3.509333333333334E9,-5.687411564548138,1.506340176754303E2  
3.510000000000000E9,-5.386157637056530,1.523629100926931E2  
3.510666666666667E9,-5.570777581216851,1.531822911710716E2  
3.511333333333334E9,-5.522418808815013,1.523162208964333E2  
3.512000000000000E9,-5.478486771046344,1.516452270451140E2  
3.512666666666667E9,-5.583586928083633,1.526608089319499E2  
3.513333333333334E9,-5.641763016078305,1.510330441257388E2  
3.514000000000000E9,-5.530136051764977,1.516686662706507E2  
3.514666666666667E9,-5.608317407925372,1.484775975205159E2  
3.515333333333334E9,-5.664429986863104,1.508579836624531E2  
3.516000000000000E9,-5.612469565427879,1.527719620924114E2  
3.516666666666667E9,-5.621566955078150,1.503064174105157E2  
3.517333333333334E9,-5.676257147636926,1.498629078158845E2  
3.518000000000000E9,-5.627624960048916,1.506460781303746E2  
3.518666666666667E9,-5.657713932384360,1.519669997015918E2  
3.519333333333334E9,-5.709388571671219,1.514667426609490E2  
3.520000000000000E9,-5.699389883874425,1.512207414696397E2  
3.520666666666667E9,-5.584477984400404,1.524693010902772E2  
3.521333333333334E9,-5.718400264301619,1.513386479077473E2  
3.522000000000000E9,-5.756428321120813,1.489973343093473E2  
3.522666666666667E9,-5.694725070552303,1.494359753253540E2  
3.523333333333334E9,-5.821200452461910,1.526478363045104E2  
3.524000000000000E9,-5.776741915763124,1.497052270280934E2  
3.524666666666667E9,-5.758587507215365,1.489819797667216E2  
3.525333333333334E9,-5.748282511707904,1.496927273599133E2  
3.526000000000000E9,-5.829901427286298,1.482449831807820E2  
3.526666666666667E9,-5.699953239676950,1.537504898528243E2  
3.527333333333334E9,-5.802747418835978,1.525300919311585E2  
3.528000000000000E9,-5.806621106215776,1.494833641856377E2  
3.528666666666667E9,-5.846704005370777,1.515106745286402E2  
3.529333333333334E9,-5.788447004068467,1.506372958718267E2  
3.530000000000000E9,-5.841424772722510,1.524300950224626E2  
3.530666666666667E9,-5.837262794713436,1.519466992438614E2  
3.531333333333334E9,-5.958619344046963,1.482736765459887E2  
3.532000000000000E9,-5.882592383492012,1.488453723748208E2  
3.532666666666667E9,-5.869103052492489,1.478804483344438E2  
3.533333333333334E9,-5.861126293734354,1.485979814698448E2  
3.534000000000000E9,-5.947001877170862,1.490222761397533E2  
3.534666666666667E9,-5.996331923148368,1.475622156553585E2  
3.535333333333334E9,-5.943938606686990,1.502055888698561E2  
3.536000000000000E9,-5.892050182981104,1.484123494815822E2  
3.536666666666667E9,-5.858065505155804,1.485914749318407E2  
3.537333333333333E9,-5.914115484293925,1.523796919863837E2  
3.538000000000000E9,-5.959159988285609,1.509659653421742E2  
3.538666666666667E9,-5.970592914520300,1.512105186218143E2  
3.539333333333333E9,-5.904764508404186,1.501991648815610E2  
3.540000000000000E9,-6.077838090294699,1.485046671978047E2  
3.540666666666667E9,-6.080481906856893,1.498548469723783E2  
3.541333333333333E9,-6.058734183192480,1.501878027833923E2  
3.542000000000000E9,-5.952743719795121,1.484973327268045E2  
3.542666666666667E9,-6.022078555641173,1.491017973322702E2  
3.543333333333333E9,-5.980127895605883,1.489322443067901E2  
3.544000000000000E9,-6.069568304283228,1.499393156798561E2  
3.544666666666667E9,-6.007719128671453,1.517123730922604E2  
3.545333333333333E9,-6.045945620023910,1.512461387241129E2  
3.546000000000000E9,-6.115243614614244,1.500296459820171E2  
3.546666666666667E9,-6.082288383666911,1.454025082229350E2  
3.547333333333333E9,-6.027285898566814,1.515459495828542E2  
3.548000000000000E9,-6.144933032888608,1.520451038075836E2  
3.548666666666667E9,-6.178363800053289,1.490862712893303E2  
3.549333333333333E9,-6.229753787885476,1.484348838287988E2  
3.550000000000000E9,-6.109817026076652,1.495360199356820E2  
3.550666666666667E9,-6.101881284551516,1.462295212315057E2  
3.551333333333333E9,-6.145408426236475,1.486863472481872E2  
3.552000000000000E9,-6.188492349826330,1.482338638731668E2  
3.552666666666667E9,-6.136161885071198,1.510441701248904E2  
3.553333333333333E9,-6.154310732903746,1.491073023957580E2  
3.554000000000000E9,-6.256996063749476,1.482921648410182E2  
3.554666666666667E9,-6.281234745939869,1.492992487406729E2  
3.555333333333333E9,-6.304579929482088,1.474324118340484E2  
3.556000000000000E9,-6.246646414190399,1.479435692187348E2  
3.556666666666667E9,-6.191781287658460,1.507201560648873E2  
3.557333333333333E9,-6.087270131894509,1.492916076611240E2  
3.558000000000000E9,-6.303805275986644,1.512276704771865E2  
3.558666666666667E9,-6.447700027351095,1.486172048638027E2  
3.559333333333333E9,-6.417911489539712,1.485408817203921E2  
3.560000000000000E9,-6.391263953640766,1.482375596655195E2  
3.560666666666667E9,-6.331289750403808,1.486090540520252E2  
3.561333333333333E9,-6.276538926944189,1.483321139693544E2  
3.562000000000000E9,-6.309376690101008,1.486301304353673E2  
3.562666666666667E9,-6.309085560463285,1.500391333382945E2  
3.563333333333333E9,-6.316320418613012,1.472325660783392E2  
3.564000000000000E9,-6.372242219129535,1.464593383340273E2  
3.564666666666667E9,-6.391780240242825,1.475096166871866E2  
3.565333333333333E9,-6.405698323476551,1.464036307082054E2  
3.566000000000000E9,-6.384343975238741,1.494729075800146E2  
3.566666666666667E9,-6.462834065276401,1.456425819757750E2  
3.567333333333333E9,-6.321155125944537,1.507439589518662E2  
3.568000000000000E9,-6.471054782729724,1.462166985215962E2  
3.568666666666667E9,-6.463213619483865,1.469661936443499E2  
3.569333333333333E9,-6.534681400368459,1.491451938296540E2  
3.570000000000000E9,-6.575959152909332,1.454348505157045E2  
3.570666666666667E9,-6.415414172785419,1.482502690510224E2  
3.571333333333333E9,-6.402256531121365,1.482806582141426E2  
3.572000000000000E9,-6.527163112407890,1.474151331999016E2  
3.572666666666667E9,-6.503058229668773,1.489318916653414E2  
3.573333333333333E9,-6.544839322523284,1.450648602178956E2  
3.574000000000000E9,-6.341847122062926,1.466512803246186E2  
3.574666666666667E9,-6.485253612173374,1.474817263846517E2  
3.575333333333333E9,-6.421801349510383,1.490544567478144E2  
3.576000000000000E9,-6.571654086908610,1.467544398965692E2  
3.576666666666667E9,-6.518602544374421,1.472869730970271E2  
3.577333333333333E9,-6.584740294167428,1.466381991102603E2  
3.578000000000000E9,-6.574111940725240,1.470492831595114E2  
3.578666666666667E9,-6.674762670589122,1.452421188244799E2  
3.579333333333333E9,-6.449924838271667,1.463176585505358E2  
3.580000000000000E9,-6.506625101848734,1.448765753691245E2  
3.580666666666667E9,-6.619403209472297,1.462518798909948E2  
3.581333333333333E9,-6.569750719745905,1.465717268424945E2  
3.582000000000000E9,-6.531760679414845,1.480782698883076E2  
3.582666666666667E9,-6.682888175349708,1.468388028565248E2  
3.583333333333333E9,-6.702150488682245,1.465862410314716E2  
3.584000000000000E9,-6.604609075423939,1.456210710169128E2  
3.584666666666667E9,-6.690964385680789,1.476673757451920E2  
3.585333333333333E9,-6.702846115906660,1.466814507949216E2  
3.586000000000000E9,-6.660808589678463,1.461385027292265E2  
3.586666666666667E9,-6.681262150795158,1.439198674317464E2  
3.587333333333333E9,-6.686021456598469,1.462553397195971E2  
3.588000000000000E9,-6.773817599519190,1.468090945433724E2  
3.588666666666667E9,-6.706980198052587,1.450460502457183E2  
3.589333333333333E9,-6.788444395777590,1.459011652642391E2  
3.590000000000000E9,-6.828179540655627,1.460471281088008E2  
3.590666666666667E9,-6.772150535319214,1.454940027730346E2  
3.591333333333333E9,-6.724925921978820,1.460969074738233E2  
3.592000000000000E9,-6.633692285467878,1.448548592139121E2  
3.592666666666667E9,-6.773795719131424,1.448255698552866E2  
3.593333333333333E9,-6.884044448980119,1.454481124737892E2  
3.594000000000000E9,-6.833249333709103,1.460542966441301E2  
3.594666666666667E9,-6.805924660404980,1.450248767706427E2  
3.595333333333333E9,-6.756334493079821,1.448468086458026E2  
3.596000000000000E9,-6.771732197980557,1.443736602922093E2  
3.596666666666667E9,-6.707195875900151,1.436287996125752E2  
3.597333333333333E9,-6.759605029933227,1.460603829271898E2  
3.598000000000000E9,-6.917918938927946,1.443844629325640E2  
3.598666666666667E9,-6.894207025557809,1.435961495300186E2  
3.599333333333333E9,-6.904202513915242,1.454670241143144E2  
3.600000000000000E9,-6.874967989902327,1.460286514244480E2  
3.600666666666667E9,-6.881911149104921,1.456721084280673E2  
3.601333333333333E9,-6.896637505095155,1.441461121466179E2  
3.602000000000000E9,-6.885882972648484,1.455855192775711E2  
3.602666666666667E9,-6.844610023931518,1.430136805109958E2  
3.603333333333333E9,-6.886314326500469,1.428846756651042E2  
3.604000000000000E9,-6.970802590501068,1.453234815525646E2  
3.604666666666667E9,-6.893155360762878,1.453933014026383E2  
3.605333333333333E9,-6.944824338986877,1.450574110738151E2  
3.606000000000000E9,-6.895740744643522,1.422556938198280E2  
3.606666666666667E9,-6.978359646842126,1.435361520933311E2  
3.607333333333333E9,-6.968428220655362,1.424193490162444E2  
3.608000000000000E9,-6.937369844411176,1.460548204093026E2  
3.608666666666667E9,-6.855870812076883,1.428583697218482E2  
3.609333333333333E9,-7.099181600766534,1.414244135716935E2  
3.610000000000000E9,-6.945028360949830,1.445310303900281E2  
3.610666666666667E9,-7.167149537263795,1.429128205063947E2  
3.611333333333333E9,-6.905501165715482,1.448833355261667E2  
3.612000000000000E9,-7.092002394855502,1.421698013552305E2  
3.612666666666667E9,-7.044709051020261,1.431294578361414E2  
3.613333333333333E9,-7.007972432367584,1.409178730890625E2  
3.614000000000000E9,-7.134906384880559,1.425279797989235E2  
3.614666666666667E9,-7.197428126090459,1.418943104024644E2  
3.615333333333333E9,-7.044368312369318,1.432336515203031E2  
3.616000000000000E9,-7.091101942345734,1.441647155356924E2  
3.616666666666667E9,-7.167760359377120,1.438434544139379E2  
3.617333333333333E9,-7.140459597367075,1.416059069266720E2  
3.618000000000000E9,-7.149940135485124,1.417094104180991E2  
3.618666666666667E9,-7.084624713661010,1.412474124746099E2  
3.619333333333333E9,-7.121853442926111,1.439220008266399E2  
3.620000000000000E9,-7.024551824263927,1.424725403300142E2  
3.620666666666667E9,-7.178610737511437,1.450584843946189E2  
3.621333333333333E9,-7.226383319445536,1.423063073023355E2  
3.622000000000000E9,-7.230421669919292,1.433109292739754E2  
3.622666666666667E9,-7.224513294514557,1.435502688297750E2  
3.623333333333333E9,-7.134403107332813,1.425048744028493E2  
3.624000000000000E9,-7.248572851422679,1.416751392813668E2  
3.624666666666667E9,-7.104107304017632,1.425787543997420E2  
3.625333333333333E9,-7.280004557507461,1.403585594568665E2  
3.626000000000000E9,-7.244255053387258,1.409107967439387E2  
3.626666666666667E9,-7.183049899348643,1.407931474552718E2  
3.627333333333333E9,-7.275200593650731,1.400247834788651E2  
3.628000000000000E9,-7.353468557385797,1.408763526497303E2  
3.628666666666667E9,-7.224242107575733,1.405221133632971E2  
3.629333333333333E9,-7.453496582895568,1.415892091878873E2  
3.630000000000000E9,-7.174839577703247,1.419794975051472E2  
3.630666666666667E9,-7.303603659459323,1.412158547294873E2  
3.631333333333333E9,-7.280154269739665,1.395901065741338E2  
3.632000000000000E9,-7.266730362274876,1.425473818826631E2  
3.632666666666667E9,-7.271424137768769,1.415462827297372E2  
3.633333333333333E9,-7.213426138838223,1.430358632648191E2  
3.634000000000000E9,-7.394042472043557,1.390700440692282E2  
3.634666666666667E9,-7.399567828782121,1.409593440506341E2  
3.635333333333333E9,-7.428951886732465,1.411765893508105E2  
3.636000000000000E9,-7.502128889541292,1.404866014892720E2  
3.636666666666667E9,-7.455828696135465,1.397381935131228E2  
3.637333333333333E9,-7.309238491256255,1.412626491297246E2  
3.638000000000000E9,-7.430526876364659,1.390510501600926E2  
3.638666666666667E9,-7.324604930864370,1.412634485642112E2  
3.639333333333333E9,-7.431375334790308,1.401559868726629E2  
3.640000000000000E9,-7.297611145520270,1.410480887457089E2  
3.640666666666667E9,-7.623701028638417,1.397114590761278E2  
3.641333333333333E9,-7.501088525618355,1.395283376963641E2  
3.642000000000000E9,-7.426025381394221,1.393311696627959E2  
3.642666666666667E9,-7.629963216122074,1.394532352983371E2  
3.643333333333333E9,-7.501871148527958,1.390194420441098E2  
3.644000000000000E9,-7.478115897849568,1.410791447285570E2  
3.644666666666667E9,-7.483921111769987,1.395022327937855E2  
3.645333333333333E9,-7.567888166484211,1.393617002250711E2  
3.646000000000000E9,-7.560969774818427,1.388221308441536E2  
3.646666666666667E9,-7.592352764042679,1.375440217708810E2  
3.647333333333333E9,-7.472019919737786,1.392685150177617E2  
3.648000000000000E9,-7.512278321051552,1.388634096621046E2  
3.648666666666667E9,-7.545897303802432,1.387721586304349E2  
3.649333333333333E9,-7.614610538785624,1.386704021950584E2  
3.650000000000000E9,-7.516679152161158,1.399516394735734E2  
3.650666666666667E9,-7.603590619181972,1.376132142855963E2  
3.651333333333333E9,-7.578779991399149,1.383265299168300E2  
3.652000000000000E9,-7.673601387932028,1.379360733972719E2  
3.652666666666667E9,-7.533313895999936,1.374239353730071E2  
3.653333333333333E9,-7.553498450847075,1.375489713494342E2  
3.654000000000000E9,-7.558291254314511,1.364700606462174E2  
3.654666666666667E9,-7.547042725927987,1.391083332002906E2  
3.655333333333333E9,-7.660097171236687,1.385860978716424E2  
3.656000000000000E9,-7.717308471462800,1.378837805825536E2  
3.656666666666667E9,-7.816609277935503,1.369673067808426E2  
3.657333333333333E9,-7.531340198931238,1.365140916153713E2  
3.658000000000000E9,-7.699373786941215,1.383726500215817E2  
3.658666666666667E9,-7.702596371922806,1.377547361979512E2  
3.659333333333333E9,-7.795094397184419,1.379180011148342E2  
3.660000000000000E9,-7.647264959068205,1.359772921657138E2  
3.660666666666667E9,-7.752529526594770,1.359887912463950E2  
3.661333333333333E9,-7.683937782684391,1.374655109691234E2  
3.662000000000000E9,-7.672377822641649,1.377865343915044E2  
3.662666666666667E9,-7.786969688790077,1.372539282161393E2  
3.663333333333333E9,-7.689518685209596,1.374861813224915E2  
3.664000000000000E9,-7.863733918002856,1.363762341854627E2  
3.664666666666667E9,-7.513409362555186,1.365512318026827E2  
3.665333333333333E9,-7.747989553310929,1.358737914198514E2  
3.666000000000000E9,-7.658639099697880,1.381046265574306E2  
3.666666666666667E9,-7.614386295480246,1.360108061412896E2  
3.667333333333333E9,-7.710134068304421,1.343522963178294E2  
3.668000000000000E9,-7.749655250196669,1.365381490358887E2  
3.668666666666667E9,-7.821497627188863,1.365863526400394E2  
3.669333333333333E9,-7.582619189902448,1.356301437989549E2  
3.670000000000000E9,-7.740688485884620,1.348580163838174E2  
3.670666666666667E9,-7.977963447704871,1.330818581574793E2  
3.671333333333333E9,-7.829762233072466,1.364380647472817E2  
3.672000000000000E9,-7.994501933552312,1.354740954531928E2  
3.672666666666667E9,-7.745314194373583,1.354037420843453E2  
3.673333333333333E9,-7.711660033894130,1.352979693372321E2  
3.674000000000000E9,-7.977961923477469,1.348018545628579E2  
3.674666666666667E9,-7.867867676095567,1.334940941281728E2  
3.675333333333333E9,-7.954990557794423,1.372595266822984E2  
3.676000000000000E9,-7.844227989502830,1.358159561424291E2  
3.676666666666667E9,-8.035467411999461,1.346545393221532E2  
3.677333333333333E9,-7.812926546881900,1.350044220916888E2  
3.678000000000000E9,-7.982851399320294,1.330662597158906E2  
3.678666666666667E9,-7.892895745987330,1.339755659624879E2  
3.679333333333333E9,-7.871737024502636,1.348722885781243E2  
3.680000000000000E9,-7.700678838490882,1.337699978454460E2  
3.680666666666667E9,-7.985422815362419,1.338521152402746E2  
3.681333333333333E9,-7.947806584137841,1.332726658413114E2  
3.682000000000000E9,-7.940048822639487,1.353910144214315E2  
3.682666666666667E9,-8.053843992344127,1.338557937015618E2  
3.683333333333333E9,-8.029400747981265,1.324082893483742E2  
3.684000000000000E9,-8.036509971137937,1.345450676688847E2  
3.684666666666667E9,-7.885817383606327,1.344455565802476E2  
3.685333333333333E9,-8.026590927916809,1.356864051662310E2  
3.686000000000000E9,-8.005897940936828,1.344092424701919E2  
3.686666666666667E9,-8.142691980261494,1.325694050445336E2  
3.687333333333333E9,-8.068598531671883,1.322132066679747E2  
3.688000000000000E9,-7.985256118184775,1.341453372797624E2  
3.688666666666667E9,-7.971437027796400,1.324336968637002E2  
3.689333333333333E9,-7.844250605086174,1.345487088610397E2  
3.690000000000000E9,-7.914810195723256,1.323306657455265E2  
3.690666666666667E9,-8.054517216013085,1.316629529545927E2  
3.691333333333333E9,-8.173820295834178,1.342978275194023E2  
3.692000000000000E9,-8.118195983451933,1.299559665953823E2  
3.692666666666667E9,-8.076068262233877,1.321702041907972E2  
3.693333333333333E9,-8.213381641375641,1.336408287311137E2  
3.694000000000000E9,-8.066129761480905,1.330645144330264E2  
3.694666666666667E9,-8.220656164059454,1.318120986593992E2  
3.695333333333333E9,-8.224680213825149,1.305203546020957E2  
3.696000000000000E9,-8.190421035749880,1.324116400125178E2  
3.696666666666667E9,-7.945925736505545,1.339145506875390E2  
3.697333333333333E9,-8.035425617134846,1.321517653671800E2  
3.698000000000000E9,-8.198629848933337,1.328316331592403E2  
3.698666666666667E9,-8.109287537224629,1.314048445930296E2  
3.699333333333333E9,-7.847968309781028,1.344569500966111E2  
3.700000000000000E9,-8.275286698740114,1.333613117945753E2  
3.700666666666667E9,-8.258343240802043,1.305846641406956E2  
3.701333333333333E9,-8.271844863103166,1.307757161651864E2  
3.702000000000000E9,-8.289758636220379,1.333879814173680E2  
3.702666666666667E9,-8.177556957823182,1.318574403175029E2  
3.703333333333333E9,-8.260955829781208,1.297581639537167E2  
3.704000000000000E9,-8.413559024799127,1.314585969552128E2  
3.704666666666667E9,-8.091236533301707,1.307125526036887E2  
3.705333333333333E9,-8.091247625944266,1.311606626391302E2  
3.706000000000000E9,-8.293120950155483,1.322859763522967E2  
3.706666666666667E9,-8.338737447858717,1.307486010122879E2  
3.707333333333333E9,-8.347546045033834,1.308350522982954E2  
3.708000000000000E9,-8.269983859172086,1.320212059855216E2  
3.708666666666667E9,-8.454562878685987,1.279909987189606E2  
3.709333333333333E9,-8.372681165111780,1.312684077912226E2  
3.710000000000000E9,-8.338298819062253,1.317432681220570E2  
3.710666666666667E9,-7.928402064007507,1.335892415745426E2  
3.711333333333333E9,-8.488295517793798,1.288262333874517E2  
3.712000000000000E9,-8.283309479005728,1.317998103937934E2  
3.712666666666667E9,-8.372136878358004,1.277788977067807E2  
3.713333333333333E9,-8.521056632541352,1.302745267597363E2  
3.714000000000000E9,-8.351234497717384,1.325057961854071E2  
3.714666666666667E9,-8.292524127419494,1.308404062461599E2  
3.715333333333333E9,-8.648623164595762,1.279630636998784E2  
3.716000000000000E9,-8.368047879460850,1.314349266002599E2  
3.716666666666667E9,-8.475780521231483,1.300497756002535E2  
3.717333333333333E9,-8.534893948310531,1.294491834314438E2  
3.718000000000000E9,-8.462516442380245,1.284485498811704E2  
3.718666666666667E9,-8.549217068843632,1.308570331730167E2  
3.719333333333333E9,-8.648277929835729,1.307231202742053E2  
3.720000000000000E9,-8.332023783780866,1.296444452978044E2  
3.720666666666667E9,-8.721475349980961,1.268091013548311E2  
3.721333333333333E9,-8.671266967722369,1.299962883341115E2  
3.722000000000000E9,-8.541892643642425,1.281368716811166E2  
3.722666666666667E9,-8.754910804369406,1.285945934029084E2  
3.723333333333333E9,-8.594281429096283,1.283675098493562E2  
3.724000000000000E9,-8.865395160788880,1.260207655880720E2  
3.724666666666667E9,-8.690291595879421,1.290093915812410E2  
3.725333333333333E9,-8.702996100382803,1.266939372226173E2  
3.726000000000000E9,-8.556175733728692,1.298363077195550E2  
3.726666666666667E9,-8.758448068912500,1.272887631032864E2  
3.727333333333333E9,-8.750949288751736,1.275515943166038E2  
3.728000000000000E9,-8.627891638250159,1.284970269144289E2  
3.728666666666667E9,-8.608803374220615,1.307591094016946E2  
3.729333333333333E9,-8.791338144894933,1.250898213631968E2  
3.730000000000000E9,-8.747323998372250,1.294210002145225E2  
3.730666666666667E9,-8.756758508816731,1.302574090599429E2  
3.731333333333333E9,-9.022139160117220,1.278829597093077E2  
3.732000000000000E9,-8.582617406647099,1.296638439638581E2  
3.732666666666667E9,-8.820059735759008,1.275949467836999E2  
3.733333333333333E9,-8.839560710096304,1.296352462152214E2  
3.734000000000000E9,-8.740215976489798,1.275023228211294E2  
3.734666666666667E9,-8.675715232550488,1.306520015259115E2  
3.735333333333333E9,-8.698932686587883,1.294808189350555E2  
3.736000000000000E9,-8.599308077907224,1.324092486682749E2  
3.736666666666667E9,-8.658753284914509,1.267584216903259E2  
3.737333333333333E9,-8.968751574108799,1.268318853196878E2  
3.738000000000000E9,-8.672030238987210,1.269200494226896E2  
3.738666666666667E9,-8.820834295292524,1.285182074174900E2  
3.739333333333333E9,-8.592730761088294,1.301411782402319E2  
3.740000000000000E9,-8.625364789814295,1.275800089594223E2  
3.740666666666667E9,-8.886284344515739,1.283907418898118E2  
3.741333333333333E9,-8.817010910091003,1.263139058028885E2  
3.742000000000000E9,-8.875152479669541,1.285285160580295E2  
3.742666666666667E9,-8.916557675996073,1.293601950364339E2  
3.743333333333333E9,-8.903883906262811,1.243846313387272E2  
3.744000000000000E9,-8.789619225624170,1.288558135318134E2  
3.744666666666667E9,-8.943710664546508,1.270804631696591E2  
3.745333333333333E9,-8.693908940063370,1.276639127589347E2  
3.746000000000000E9,-9.055269106662353,1.254718376572068E2  
3.746666666666667E9,-8.829372360715951,1.267735965566821E2  
3.747333333333333E9,-9.031950564164603,1.291716349901943E2  
3.748000000000000E9,-8.823191991461087,1.276248769648093E2  
3.748666666666667E9,-8.912597414669389,1.244659510831855E2  
3.749333333333333E9,-8.737807847545438,1.265630356925105E2  
3.750000000000000E9,-8.925279847553167,1.255586756637705E2  
3.750666666666667E9,-9.171706074629004,1.272742413136291E2  
3.751333333333333E9,-8.848541766304853,1.280576398581671E2  
3.752000000000000E9,-8.865813596841111,1.287635709355547E2  
3.752666666666667E9,-9.042800192962055,1.271972353266521E2  
3.753333333333333E9,-9.003334000581299,1.272926404300385E2  
3.754000000000000E9,-8.834237753320208,1.248607053361203E2  
3.754666666666667E9,-8.897714691438743,1.265086939739095E2  
3.755333333333333E9,-8.937217720451320,1.250644140947234E2  
3.756000000000000E9,-8.814672599218559,1.253882524087192E2  
3.756666666666667E9,-8.990580310264399,1.249559832737277E2  
3.757333333333333E9,-9.080692059915132,1.261348815328843E2  
3.758000000000000E9,-9.014831604073898,1.282364460497036E2  
3.758666666666667E9,-9.000375785405909,1.256198717359661E2  
3.759333333333333E9,-8.864507312434185,1.234982269994536E2  
3.760000000000000E9,-9.040720311609421,1.240270504665902E2  
3.760666666666667E9,-8.958617344850181,1.255675369856316E2  
3.761333333333333E9,-8.993680391510759,1.252935395982724E2  
3.762000000000000E9,-8.907892974341637,1.225339827300177E2  
3.762666666666667E9,-8.992244982370897,1.256010734121911E2  
3.763333333333333E9,-8.968828619121950,1.248430079354509E2  
3.764000000000000E9,-9.084571811632682,1.266893629852034E2  
3.764666666666667E9,-9.085891286249247,1.261256431259609E2  
3.765333333333333E9,-8.891728630086949,1.292785959836267E2  
3.766000000000000E9,-9.148150876902916,1.240147584413712E2  
3.766666666666667E9,-9.148479836682986,1.245834445104010E2  
3.767333333333333E9,-9.304317826190038,1.240621150756176E2  
3.768000000000000E9,-9.028657837403356,1.247923030838974E2  
3.768666666666667E9,-9.102359958432148,1.251172010929354E2  
3.769333333333333E9,-9.080957085653221,1.232878270260389E2  
3.770000000000000E9,-8.975467722919596,1.237968633073374E2  
3.770666666666667E9,-8.952407459827342,1.264180073827753E2  
3.771333333333333E9,-9.353192894510828,1.237479570977151E2  
3.772000000000000E9,-8.877147134024334,1.230418312275213E2  
3.772666666666667E9,-9.059223580336571,1.222578784187142E2  
3.773333333333333E9,-9.253503107653383,1.238454009813438E2  
3.774000000000000E9,-9.218342272889435,1.250990828068140E2  
3.774666666666667E9,-9.162382887352825,1.256097987711992E2  
3.775333333333333E9,-9.301428721532917,1.235216858241729E2  
3.776000000000000E9,-9.258876663638645,1.249156876290996E2  
3.776666666666667E9,-9.104971123305456,1.234221421464546E2  
3.777333333333333E9,-9.004303813942606,1.221650032321342E2  
3.778000000000000E9,-8.969526485935964,1.227649587839971E2  
3.778666666666667E9,-9.118278846942197,1.218856135279272E2  
3.779333333333333E9,-9.155556732450867,1.231168650968351E2  
3.780000000000000E9,-9.130945732668446,1.229246098624296E2  
3.780666666666667E9,-9.085839970912744,1.239055144837312E2  
3.781333333333333E9,-9.339519667029684,1.224516379856938E2  
3.782000000000000E9,-9.217932019842671,1.215749244204557E2  
3.782666666666667E9,-9.367382664647407,1.231434859092022E2  
3.783333333333333E9,-9.236340532008585,1.220662810979900E2  
3.784000000000000E9,-9.301352863226612,1.214264632116466E2  
3.784666666666667E9,-9.304804383828291,1.219884325458701E2  
3.785333333333333E9,-9.481301700821454,1.230925770833427E2  
3.786000000000000E9,-9.356432640215660,1.231822779231319E2  
3.786666666666667E9,-9.181502723313265,1.214710721289510E2  
3.787333333333333E9,-9.141607282522420,1.217067927460658E2  
3.788000000000000E9,-9.099641877184789,1.229926312735057E2  
3.788666666666667E9,-9.173279109371894,1.229475895489729E2  
3.789333333333333E9,-9.331480554745159,1.244717573337021E2  
3.790000000000000E9,-9.216936676201486,1.205710986159743E2  
3.790666666666667E9,-9.253433806826084,1.218698393232879E2  
3.791333333333333E9,-9.304148251876631,1.221561608423052E2  
3.792000000000000E9,-9.305164679566540,1.225417195930179E2  
3.792666666666667E9,-9.115859026506319,1.228081030685660E2  
3.793333333333333E9,-9.387697024116612,1.202064069294762E2  
3.794000000000000E9,-9.059890579752977,1.213486014982045E2  
3.794666666666667E9,-9.125007548009906,1.196234655437441E2  
3.795333333333333E9,-9.101782517633213,1.210611975848705E2  
3.796000000000000E9,-9.214242172803655,1.229534809453603E2  
3.796666666666667E9,-9.162512300139065,1.181804492283049E2  
3.797333333333333E9,-9.350066468749887,1.209589837484903E2  
3.798000000000000E9,-9.133686858493482,1.194403179102702E2  
3.798666666666667E9,-9.330660161638999,1.217861331423164E2  
3.799333333333333E9,-9.098370944889984,1.181245155596442E2  
3.800000000000000E9,-9.011793770610861,1.201799234480753E2  
3.800666666666667E9,-9.094037254189344,1.198631193155756E2  
3.801333333333333E9,-9.205910488634746,1.187734299616621E2  
3.802000000000000E9,-9.095759949637438,1.205370353034680E2  
3.802666666666667E9,-9.148308093317338,1.206446302703456E2  
3.803333333333333E9,-8.966134189852477,1.191764570696352E2  
3.804000000000000E9,-9.286324218692251,1.172756229274150E2  
3.804666666666667E9,-9.151592350284297,1.203797460139136E2  
3.805333333333333E9,-9.387596300776222,1.193108953051750E2  
3.806000000000000E9,-8.986365991855674,1.184926073145700E2  
3.806666666666667E9,-9.241586892618011,1.192987556991565E2  
3.807333333333333E9,-9.206053101078368,1.213653997895320E2  
3.808000000000000E9,-9.242727672909165,1.197547819157751E2  
3.808666666666667E9,-9.252057640467267,1.174548069284956E2  
3.809333333333333E9,-9.224665939044238,1.193413488196529E2  
3.810000000000000E9,-9.368673457650518,1.172887907205385E2  
3.810666666666667E9,-9.102107360500982,1.166578488202459E2  
3.811333333333333E9,-9.467584665319505,1.170266375320178E2  
3.812000000000000E9,-9.291369945255372,1.169726788771344E2  
3.812666666666667E9,-9.071158612686494,1.195863636504490E2  
